text,category
if i have a dablune how many dollars is that,qa_currency
give description of statue of liberty,qa_definition
find me the cheapest copy of the four hour body,general_quirky
play pride and prejudice,play_audiobook
search for the correct game,play_game
make the lights off,iot_hue_lightoff
what are the latest updates on my facebook account,social_query
will you shut down please.,general_commandstop
have any emails come in since four hundred today,email_query
what music do i usually like after work,music_query
let's make some popcorn and watch an old movie together,general_quirky
what is a good joke,general_joke
who sings the song that i am listening to right now,music_query
locate local pizza shops,recommendation_locations
speaker volume decrease,audio_volume_down
email my mother,email_sendemail
review the alarms i have,alarm_query
please show me the exchange rate between the dollar and the yen,qa_currency
get rid of item on the list,lists_remove
find me the cheapest train ticket to spain,transport_ticket
yes you have understood my instructions perfectly.,general_affirm
i would like you confirm last thing i said please.,general_confirm
i want to start war and peace where i left off,play_audiobook
find the this week's news about emigration legislation in the us please,news_query
add a item,lists_createoradd
turn socket off,iot_wemo_off
are you sure that is correct.,general_negate
please try what you've just said again.,general_repeat
shut off the lights,iot_hue_lightoff
it's not the correct command.,general_negate
book an uber to los angeles cinemas in one hour,transport_taxi
the command was wrong.,general_negate
switch off the wemo plug socket,iot_wemo_off
where i can find a bakery,recommendation_locations
i would like the house lights to be pink,iot_hue_lightchange
what is the exchange rate for dollars to pounds,qa_currency
add toothpaste to my shopping list,lists_createoradd
anything is okay for me.,general_dontcare
repeat music,music_settings
set alarm on twenty fifth may at five pm,alarm_set
alarm for ten am,alarm_set
make a taxi booking in uber,transport_taxi
put an alarm and wake me up at six am tomorrow morning,alarm_set
delete my list,lists_remove
play cindi's favorite podcast,play_podcasts
is my alarm set for seven am,alarm_set
google stock price,qa_stock
i am sorry but i think you are not right.,general_negate
i want to listen to be more chill by ned vizzini,play_audiobook
can you take out dentist appointment from my calendar,calendar_remove
new messages,email_query
"s2, i didn't catch that.",general_explain
delete the famous actors list,lists_remove
please be silent until i tell you not to be,audio_volume_mute
what is apple's stock,qa_stock
i am not so clear about what you just said.,general_explain
description of iphone seven,qa_definition
time and date of today,datetime_query
do a coffee for me please,iot_coffee
could you get john's email address for me,email_querycontact
Switch off the smart socket,iot_wemo_off
show me the newest podcasts,play_podcasts
schedule a reminder on fifteenth march and input name as meeting,calendar_set
what's the news from source,news_query
how old is carrie underwood,qa_factoid
be mute,audio_volume_mute
is there any rap that doesn't involve sex money and drugs,music_query
dolores how was your day,general_quirky
how do you feel after hearing justin bieber's new album,music_query
book my chair class ac train ticket from manhattan to new york,transport_ticket
clear my nine am alarms,alarm_remove
yeap the command was exact.,general_affirm
what does apple of my eye mean,qa_definition
convert twenty one thirty from gtm four to g. m. t. four thirty,datetime_convert
please lower the shuffle rate of hips don't lie,music_settings
recommend a movie with justin bieber,recommendation_movies
turn up radio volume,audio_volume_up
order one pizza from pizza hut,takeaway_order
show me the path of nearest railway station,transport_query
take off this list,lists_remove
show me latest notifications,social_query
will it be nice at the beach on friday,weather_query
which week is twenty third,datetime_query
are there any updates on facebook,social_query
check in a taxi for booking,transport_taxi
"that is all, just stop.",general_commandstop
play album audiobook,play_audiobook
things to do in my area,recommendation_events
sorry but it's not the right answer.,general_negate
should i take an umbrella today,weather_query
what is the date easter falls on,datetime_query
can you make the room brighter,iot_hue_lightup
i think you didn't understand me.,general_negate
check and confirm what i said please.,general_confirm
please tell me what is the stock price of dew in ny market,qa_stock
show me all scheduled alarms,alarm_query
"it's excellent, appreciated.",general_praise
turn the lights off in the bedroom,iot_hue_lightoff
what alarms did i set,alarm_query
list entry,lists_query
play foke,play_music
"s1, again explain to me please.",general_explain
hey i want to send an email to my friend,email_sendemail
what goes with risotto,cooking_recipe
schedule me a taxi for after my thursday meeting,transport_taxi
make a coffee for me,iot_coffee
yeah get that correcly.,general_affirm
new list please,lists_createoradd
play all the programs pertaining to rock songs on the radio,play_radio
please remove the list,lists_remove
give me all my lists,lists_query
reset the alarm,alarm_remove
add new email to contacts,email_addcontact
list my lists please,lists_query
do i have any off days this week,calendar_query
do i have a new email from sandy,email_query
please find a mail address of manoj and tell me,email_querycontact
does this restaurant deliver,takeaway_query
please be quiet,audio_volume_mute
yeap correct response to the command.,general_affirm
book me a return trip from edinburgh to london by train,transport_ticket
